#All are unchanged except code 0, which is not an error code. 
#Live data for error codes can be obtained here: https://login.microsoftonline.com/error
#this list is an enumeration of that web resource (i.e. brute forcing all values between 0 and 9000000)

Error Code|||||Message|||||Remediation
65006|||||Resource '{resourceId}' had no entitlements matching required permissions configured on the required resource access for client '{clientId}'. Requested permission IDs: '{permissionId}'. This is a problem with one or more invalid permission ids on the client RRA configuration or the resource entitlement configuration.|||||No Remediation Provided
65007|||||Client '{clientId}' required resource access configuration has changed and therefore the request could not be completed. Please try again.|||||No Remediation Provided
67001|||||The resource '{resourceId}' is not a valid protected resource.|||||No Remediation Provided
67002|||||User consent is required to create a new delegation or extend an expired delegation. NameId: {claimId} IdentityProvider: {idp} Actor: {resourceId} RequestorPrincipal: {appId}({appName}).|||||No Remediation Provided
67003|||||The client '{appId}'({appName}) is not a valid service identity.|||||No Remediation Provided
67006|||||The service identity '{appId}'({appName}) is not trusted for delegation.|||||No Remediation Provided
67007|||||Unknown consent value '{value}'. Valid values are 'AdministratorConsentProvided', 'UseExistingUserConsent', and 'UserConsentProvided'.|||||No Remediation Provided
69998|||||OfficeS2S delegation redemption scenarios are not supported for resource '{resourceId}'.|||||No Remediation Provided
70000|||||Provided grant is invalid or malformed.|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
70001|||||Application identifier is not provided.|||||No Remediation Provided
70002|||||Client application name '{appName}' is not valid or the credentials used to authenticate the client could not be understood by the server.|||||Developer error - the app is attempting to sign in without the necessary or correct authentication parameters.
70003|||||The app requested an unsupported grant type '{type}'.|||||No Remediation Provided
70004|||||The app requested an invalid redirect URI '{uri}'. The redirect address specified by the client does not match any configured addresses.|||||No Remediation Provided
70005|||||'The application requested an unsupported response type '{type}' when requesting a token.|||||Contact the application owner.
70006|||||Internal use|||||No Remediation Provided
70007|||||The application requested an unsupported mode '{mode}' when requesting a token.|||||Contact the application owner.
70008|||||The provided authorization code or refresh token has expired due to inactivity. Send a new interactive authorization request for this user and resource.|||||Expected - auth codes, refresh tokens, and sessions expire over time or are revoked by the user or an admin. The app will request a new login from the user.
70009|||||Unable to complete OAuth2 IdP's sign in. The 'state' parameter could not be validated.|||||No Remediation Provided
70010|||||Unable to complete OAuth2 IdP's sign in. The 'state' parameter does not match the expected value.|||||No Remediation Provided
